gene_id,lfc_10cGy,padj_10cGy,deg_10cGy,dir_10cGy,lfc_100cGy,padj_100cGy,deg_100cGy,dir_100cGy,dose_category
AT1G01440,0.0315127926678488,0.692314343814236,no,none,0.0276570287254167,0.750140033463311,no,none,neither
AT1G01448,0.0818943491273496,0.394309554653674,no,none,-0.032512926997536,0.790973679889891,no,none,neither
AT1G01450,0.00566233637274677,0.990353988800929,no,none,0.228416380239019,0.570534103349877,no,none,neither
AT1G01453,0.232335489278968,,no,none,1.01275042723052,,no,none,neither
AT1G01470,0.0703145257342993,0.681726571003588,no,none,0.222739327755375,0.117577492293796,no,none,neither
AT1G01480,1.10109067877696,0.177275802154509,no,none,1.93842932372122,0.012131953703441,yes,up,high_dose_only
AT1G01490,0.158016890803198,0.00220770649426628,no,none,0.0923794388706039,0.10040911943832,no,none,neither
AT1G01500,-0.0024754130613909,0.975884004345295,no,none,0.108802753283688,0.0513536767893467,no,none,neither
AT1G01510,-0.0289303196534874,0.575720523776353,no,none,-0.0180656054131688,0.764096532125827,no,none,neither
AT1G01520,-0.318588540285754,0.0179520837108005,no,none,-0.297658652663425,0.0317894174464266,no,none,neither
AT1G01530,-0.170206274111348,,no,none,0.547326741282318,,no,none,neither
AT1G01540,-0.074828995927251,0.0819040606838093,no,none,-0.0679745359621814,0.128805818787729,no,none,neither
AT1G01550,0.169381698993231,0.000125056671234584,no,none,0.145095698533668,0.00138322130953367,no,none,neither
AT1G01560,0.439783055449195,0.138770302747351,no,none,0.519777316531093,0.0787354128113193,no,none,neither
AT1G01570,-0.220500468620676,0.281396474988406,no,none,-0.0602233807680815,0.82340862861924,no,none,neither
AT1G01580,0.157816124688595,0.375195991126281,no,none,0.158308456193875,0.397949814972279,no,none,neither
