gene_id,radiation_effect,genotype_interaction,Cs137_100cGy,Cs137_10cGy,GCR80,GCR40
AT1G49000,0.732944703253892,-0.17496742434383,1.05313080375053,1.06382144614746,-0.149843799532411,-0.0807856424341266
AT1G49050,1.17100659598903,-1.61237131614863,0.116554169230604,0.211123179014916,0.174725172529196,0.0525198399512805
AT1G49250,2.44551457519541,-4.5059103731839,,,,
AT1G49900,1.74279135445446,-1.39879504858559,1.46015664374309,0.834465180642115,0.17630387487711,-0.0112039373680486
AT1G51130,1.64806389918283,-2.40887864067732,0.270447924579084,-0.184941861528539,0.194359079556749,0.000918704128265635
AT1G51800,0.311427755254723,-0.283475347170614,1.41739695564202,1.66974198256958,0.121348671489553,-0.20421674314309
AT1G51820,0.549349170580854,-1.07486941184122,1.65034214783353,2.05453789238428,0.334286017103011,0.802962281813372
AT1G52315,2.92446198621112,-2.995118244352,0.151204452090082,-0.184469078751969,0.365996287255523,-0.144986174828899
AT1G53625,1.32889472664686,-1.04126497020734,1.6588914384303,1.25937633516346,,
AT1G54280,2.02616274876791,-2.50689975409674,-0.16302795804411,0.222844235857088,0.0881165396253108,-0.317314398511786
AT1G56060,2.87495188765209,-0.591944017900017,1.71919800417068,1.11564487832284,-0.483312503620634,0.54212498920029
AT1G56240,3.3221064924386,-0.449097602687721,0.824955119685512,1.47500805730589,0.388383584989442,-1.20551757405849
AT1G56510,1.49258227511194,-1.41298531372282,0.187867579540171,0.128834109194854,0.273659390165557,0.246345041902786
AT1G59660,1.66478059846569,-2.63084454950647,0.00505552639299642,-0.0647731547678043,-0.030175582804993,-0.138291994691555
AT1G60500,5.2380479515532,-5.98100238560777,-0.115730387177549,-1.21758028303629,,
AT1G62420,1.50484678298392,-1.67135595267956,1.5495731001119,1.92223876076356,0.14492584076349,0.279934144366785
AT1G63720,1.16161278742655,-1.26653044876208,0.898805346140417,0.578834808419291,-0.117290964052233,0.0190518453226173
AT1G66040,3.32214858412865,-4.6222987020364,1.47953234483867,0.846672769345893,0.872362375374273,0.661062421603934
AT1G66780,2.28272839445223,-2.89092817458772,1.58305450964874,0.577785235426401,-0.418740653153858,0.88545822632164
AT1G68200,2.95625584486859,-3.35915576338676,0.198472403373355,0.389066461870826,-0.146912806365925,-0.72788011505946
