,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
AT2G41950,373.0523793,0.095303133,0.20225667,0.471198961,0.63749866,0.92535278,no
AT2G43945,886.1437671,-0.038456307,0.081588482,-0.471344808,0.637394522,0.92535278,no
AT2G45920,197.6108277,-0.093467735,0.198220497,-0.471534156,0.637259334,0.92535278,no
AT3G12290,1129.105798,0.048917929,0.10370497,0.471702841,0.637138909,0.92535278,no
AT3G20230,718.2840852,-0.045371306,0.096218657,-0.471543743,0.63725249,0.92535278,no
AT3G44450,203.76391,-0.285078303,0.605144808,-0.47109105,0.637575716,0.92535278,no
AT4G02900,106.265814,0.068296477,0.144785893,0.47170671,0.637136147,0.92535278,no
AT5G09860,383.6844848,0.038425565,0.081453527,0.471748326,0.637106439,0.92535278,no
AT5G22490,3.801881653,0.235503755,0.499849559,0.471149271,0.637534142,0.92535278,no
AT5G39380,84.07092849,-0.052846484,0.112043646,-0.471659804,0.637169633,0.92535278,no
AT5G54200,248.2662397,0.058512902,0.124220195,0.471041782,0.637610898,0.92535278,no
AT5G58375,344.8803183,-0.065442572,0.138803739,-0.471475568,0.637301163,0.92535278,no
AT5G61790,4038.046373,0.124876386,0.264942192,0.471334465,0.637401907,0.92535278,no
AT5G62940,101.4414552,-0.053272366,0.113096255,-0.471035633,0.637615289,0.92535278,no
AT3G52090,539.4525565,0.040824253,0.086688392,0.470931016,0.637689998,0.925404231,no
AT1G08283,13.31461871,0.137721073,0.292918035,0.47016932,0.638234052,0.925419682,no
AT1G11960,196.988951,0.115107758,0.244803307,0.47020508,0.638208505,0.925419682,no
AT1G71730,517.1792205,0.049807174,0.105903283,0.470308119,0.638134898,0.925419682,no
AT2G04420,2.241157051,-0.242014263,0.514450041,-0.470432974,0.63804571,0.925419682,no
AT2G20120,432.6794957,0.094527342,0.200913046,0.47048882,0.63800582,0.925419682,no
AT2G21900,3.168831596,-0.278558012,0.59256102,-0.470091692,0.63828951,0.925419682,no
AT3G02040,295.4209286,0.13344668,0.283676735,0.470418133,0.638056311,0.925419682,no
AT3G53370,103.5072867,0.060144187,0.127758792,0.470763586,0.637809571,0.925419682,no
AT3G55480,499.3747227,-0.054064215,0.114865936,-0.470672306,0.637874764,0.925419682,no
AT3G60150,57.76739549,-0.089123776,0.189578944,-0.470114319,0.638273344,0.925419682,no
AT4G30190,10200.03083,-0.080799559,0.171602577,-0.470852834,0.637745832,0.925419682,no
AT5G03020,7.05359842,0.197806108,0.420541831,0.470360126,0.638097747,0.925419682,no
AT5G07105,2.318337599,0.225826983,0.479831655,0.470637943,0.637899307,0.925419682,no
AT5G11420,1584.079976,0.12237669,0.2601177,0.470466601,0.638021691,0.925419682,no
AT5G20165,216.5743446,0.039151804,0.083250197,0.470290833,0.638147246,0.925419682,no
AT5G27630,41.59837694,-0.077790919,0.165521531,-0.469974624,0.638373148,0.925484023,no
AT1G22190,431.9404069,0.128044105,0.272498383,0.469889411,0.63843403,0.925515368,no
AT5G40210,9.498978808,-0.140623781,0.29936139,-0.469745884,0.638536581,0.925607111,no
AT1G29670,2162.926918,0.083194486,0.177266928,0.469317583,0.638842649,0.925720548,no
AT1G72220,24.28272718,0.125749255,0.267959392,0.469284747,0.638866116,0.925720548,no
AT1G76150,435.4979531,-0.058473926,0.124526312,-0.469570846,0.638661658,0.925720548,no
AT3G05715,1.862860859,0.244150139,0.520178406,0.469358466,0.638813431,0.925720548,no
AT4G14010,124.0184102,0.102071844,0.217520454,0.469251708,0.638889729,0.925720548,no
AT5G21040,379.0078603,0.033748516,0.071893744,0.469422154,0.638767916,0.925720548,no
AT5G60550,457.4149709,-0.042857939,0.09128562,-0.469492768,0.638717453,0.925720548,no
AT5G42530,642.8215821,0.263337788,0.561403712,0.469070266,0.639019412,0.925851543,no
AT4G11270,617.1771411,-0.0560255,0.119458461,-0.468995663,0.639072736,0.925871895,no
AT3G26742,2.722764646,0.216525318,0.46180144,0.468871033,0.639161822,0.925905515,no
AT3G44890,3051.878194,-0.064540898,0.137656912,-0.468853301,0.639174498,0.925905515,no
AT2G21390,2857.846514,-0.037994963,0.08106793,-0.468680568,0.639297979,0.925915154,no
AT4G00810,1569.105384,0.07112932,0.151765563,0.468678918,0.639299158,0.925915154,no
AT4G31405,7.600606327,0.21054496,0.449283145,0.468624214,0.639338267,0.925915154,no
AT5G45950,624.8505686,0.16022277,0.341867741,0.468668876,0.639306338,0.925915154,no
AT2G38140,2711.282654,-0.058729235,0.125399782,-0.468336021,0.639544313,0.925964238,no
AT3G07190,109.6978344,-0.052598051,0.112288894,-0.468417217,0.639486258,0.925964238,no
AT3G20970,319.5688311,-0.03650076,0.077940297,-0.468316926,0.639557966,0.925964238,no
AT4G35060,155.3114875,-0.09824224,0.209783896,-0.468302106,0.639568563,0.925964238,no
AT5G19420,216.5215342,0.04765094,0.101743396,0.468344299,0.639538394,0.925964238,no
AT1G03495,160.5654446,-0.155088121,0.331267611,-0.468165665,0.639666124,0.925991743,no
AT5G60100,256.9464951,0.094998837,0.202905995,0.468191376,0.639647739,0.925991743,no
AT5G48610,264.1245945,0.060343644,0.128912703,0.468096958,0.639715254,0.926005999,no
AT1G64310,10.59124488,-0.112880152,0.241258394,-0.467880726,0.639869888,0.926116097,no
AT2G38670,798.7607947,0.041727772,0.089180889,0.467900382,0.63985583,0.926116097,no
AT2G30310,1.220922695,0.295978657,0.632735203,0.467776498,0.639944429,0.926167119,no
AT1G08733,2.35800806,-0.230270566,0.49241941,-0.467630969,0.640048514,0.926249811,no
AT1G30500,66.8420621,-0.079283191,0.169558255,-0.467586736,0.640080152,0.926249811,no
AT5G44710,183.562678,0.059365846,0.127002878,0.467437017,0.640187243,0.926347915,no
AT2G41120,144.1035692,0.072296949,0.154711785,0.467300856,0.640284644,0.926378039,no
AT4G17245,232.0779634,0.188344858,0.403050819,0.46729804,0.640286658,0.926378039,no
AT3G10405,461.8521804,0.052802747,0.113073854,0.466975744,0.640517232,0.926654763,no
AT1G01510,533.8269057,0.042912056,0.092015908,0.466354756,0.640961591,0.926884545,no
AT1G14730,97.82423601,0.08001537,0.171540704,0.466451218,0.640892557,0.926884545,no
AT1G80650,132.8010377,0.096950779,0.207763517,0.466640057,0.640757423,0.926884545,no
AT2G43590,411.6295014,-0.114087127,0.244887997,-0.465874721,0.641305177,0.926884545,no
AT2G46260,577.5008547,-0.102471286,0.219847501,-0.466101662,0.641142733,0.926884545,no
AT2G47844,2.370134425,0.219527726,0.470625693,0.46645929,0.640886781,0.926884545,no
AT3G13150,146.6111572,0.089877709,0.192840068,0.466073829,0.641162655,0.926884545,no
AT3G16940,475.5312174,-0.053856065,0.115473176,-0.466394594,0.64093308,0.926884545,no
AT3G48780,587.3206708,-0.082847845,0.177714322,-0.466185525,0.64108271,0.926884545,no
AT3G57062,148.8380817,-0.151066392,0.324237125,-0.46591331,0.641277554,0.926884545,no
AT4G00585,643.3752655,-0.056232422,0.12064666,-0.46609183,0.641149771,0.926884545,no
AT4G01250,134.6292312,-0.252561416,0.54153344,-0.46638194,0.640942136,0.926884545,no
AT4G16650,446.1839648,-0.032288905,0.069278569,-0.466073496,0.641162894,0.926884545,no
AT4G21480,21.15546219,0.106575213,0.228759118,0.465884002,0.641298533,0.926884545,no
AT4G26550,131.9189145,0.053661282,0.115093092,0.466242423,0.641041987,0.926884545,no
AT5G23780,21.53870609,0.103079693,0.221229719,0.465939631,0.641258713,0.926884545,no
AT2G31920,9.044505937,0.155809878,0.334566195,0.465707176,0.641425115,0.927001057,no
AT2G31960,1440.801249,0.062825393,0.135047668,0.465209018,0.641781781,0.927402803,no
AT4G05220,6.473781027,-0.185920057,0.399637912,-0.465221271,0.641773007,0.927402803,no
AT5G04065,2.374278278,-0.219465589,0.47181931,-0.465147536,0.641825807,0.927409571,no
AT1G04040,2008.138688,0.093886146,0.203322837,0.461758981,0.644254169,0.927556841,no
AT1G04147,3.296236274,0.217374804,0.468557288,0.463923642,0.642702453,0.927556841,no
AT1G04630,478.5595854,0.060576313,0.131120346,0.461990185,0.644088359,0.927556841,no
AT1G05280,32.4677821,0.10913333,0.23530356,0.463798039,0.642792448,0.927556841,no
AT1G06017,2.38499238,0.224144402,0.483557717,0.463531847,0.642983193,0.927556841,no
AT1G07603,2.00358994,0.243109201,0.524240998,0.463735576,0.642837206,0.927556841,no
AT1G09400,4.193271161,0.193264194,0.416419012,0.464109918,0.642568996,0.927556841,no
AT1G09575,59.7766591,0.150160442,0.324876805,0.462207334,0.643932644,0.927556841,no
AT1G16250,124.6022348,-0.087766676,0.189262284,-0.463730406,0.64284091,0.927556841,no
AT1G18150,658.0758348,-0.065583108,0.141927659,-0.462088281,0.644018014,0.927556841,no
AT1G22020,387.5216089,-0.047754887,0.103122746,-0.463087811,0.643301427,0.927556841,no
AT1G25570,567.9563361,-0.041338202,0.089503985,-0.461858788,0.64418259,0.927556841,no
AT1G44920,1049.979312,-0.052627962,0.113536651,-0.463532804,0.642982507,0.927556841,no
AT1G49000,24.62728225,-0.161728425,0.348965896,-0.463450518,0.643041475,0.927556841,no
AT1G49130,158.6913606,-0.231178597,0.497449634,-0.464727645,0.642126509,0.927556841,no
AT1G49180,85.66826571,-0.087287078,0.188072596,-0.464113754,0.642566248,0.927556841,no
AT1G49350,97.62208992,0.045879524,0.098814882,0.46429772,0.642434457,0.927556841,no
AT1G50910,53.86530794,0.073303584,0.157768944,0.46462619,0.642199173,0.927556841,no
AT1G56200,974.3045878,-0.077516702,0.167056926,-0.4640137,0.64263793,0.927556841,no
AT2G04550,270.4990968,-0.070375507,0.152211241,-0.462354203,0.643827335,0.927556841,no
AT2G05155,1.518893596,0.275982991,0.594701251,0.464069968,0.642597617,0.927556841,no
AT2G15780,2.110290672,-0.339005904,0.732368974,-0.462889495,0.643443578,0.927556841,no
AT2G25660,715.0649273,-0.062109348,0.13453597,-0.46165608,0.644327971,0.927556841,no
AT2G26770,569.215165,0.045063315,0.097297668,0.463148974,0.643257588,0.927556841,no
AT2G29360,416.6421188,-0.067629755,0.145788308,-0.463890114,0.642726476,0.927556841,no
AT2G37900,10.59096718,-0.153148161,0.330858727,-0.462880826,0.643449792,0.927556841,no
AT2G39040,64.84531204,-0.154315012,0.332276053,-0.464418095,0.642348228,0.927556841,no
AT2G45620,757.9458205,0.078308639,0.169587191,0.461760338,0.644253196,0.927556841,no
AT3G15410,519.7984853,-0.035189695,0.075774438,-0.464400605,0.642360757,0.927556841,no
AT3G20370,2299.619612,-0.118282592,0.256188041,-0.461702238,0.644294866,0.927556841,no
AT3G23880,130.189014,0.159935253,0.345339996,0.463124036,0.643275462,0.927556841,no
AT3G29230,354.1145314,0.057413814,0.12434653,0.461724296,0.644279046,0.927556841,no
AT3G32940,233.4921835,-0.065279516,0.141275961,-0.46207094,0.644030449,0.927556841,no
AT3G42630,165.6485897,-0.066086059,0.142802661,-0.462778903,0.643522855,0.927556841,no
AT3G49580,47.35777035,-0.263793007,0.569226358,-0.463423739,0.643060666,0.927556841,no
AT3G54280,778.1146781,-0.062352869,0.134402742,-0.463925575,0.642701069,0.927556841,no
AT3G62020,121.8060887,0.076183297,0.164174545,0.464038422,0.642620218,0.927556841,no
AT4G09200,284.9254249,-0.080706217,0.174813242,-0.461671072,0.644317219,0.927556841,no
AT4G09310,284.9254249,-0.080706217,0.174813242,-0.461671072,0.644317219,0.927556841,no
AT4G22470,40.81256979,-0.244132347,0.525679058,-0.464413301,0.642351663,0.927556841,no
AT4G29940,253.6355999,0.053743978,0.116184057,0.462576185,0.643668182,0.927556841,no
AT4G31248,75.72487633,-0.097570447,0.210912301,-0.462611458,0.643642894,0.927556841,no
AT4G32930,360.9866477,-0.062906184,0.135783933,-0.463281501,0.643162604,0.927556841,no
AT4G39330,3017.73416,0.146664693,0.31731416,0.46220658,0.643933185,0.927556841,no
AT5G01980,267.0009211,-0.076878374,0.166361919,-0.462115215,0.6439987,0.927556841,no
AT5G02640,18.25030769,0.110039448,0.238326905,0.461716429,0.644284688,0.927556841,no
AT5G08565,49.71896258,0.0729717,0.158029193,0.461760885,0.644252804,0.927556841,no
AT5G09630,47.72637066,-0.063785158,0.137264263,-0.464688742,0.642154371,0.927556841,no
AT5G11930,16.33563788,0.186104255,0.401881805,0.463082062,0.643305547,0.927556841,no
AT5G17670,479.7462991,0.046966595,0.101526456,0.462604497,0.643647884,0.927556841,no
AT5G18404,4.087073743,-0.184606367,0.397590736,-0.464312547,0.642423836,0.927556841,no
AT5G20720,8746.156332,0.063727074,0.137700157,0.462795947,0.643510637,0.927556841,no
AT5G28380,3.550938677,-0.195303385,0.422591874,-0.462156036,0.643969428,0.927556841,no
AT5G43330,533.2492909,0.079386103,0.171038358,0.464142104,0.642545938,0.927556841,no
AT5G46150,276.5312252,0.062622223,0.135019987,0.463799653,0.642791292,0.927556841,no
AT5G53400,578.0399668,0.050825991,0.109761607,0.463058008,0.643322788,0.927556841,no
AT5G53890,281.9023689,0.052572511,0.113873771,0.461673571,0.644315426,0.927556841,no
AT5G57050,116.6296067,-0.11707007,0.252814386,-0.46306728,0.643316143,0.927556841,no
AT5G64140,1358.676739,0.078793395,0.169777251,0.46409866,0.642577062,0.927556841,no
ATCG00630,67.79950477,-0.18026567,0.390307642,-0.461855343,0.64418506,0.927556841,no
ATMG00310,1.198689877,-0.305210659,0.658970828,-0.463162625,0.643247804,0.927556841,no
AT2G17210,21.59179287,-0.09649289,0.209069403,-0.461535208,0.644414667,0.927583243,no
AT3G60260,204.3380973,0.090136323,0.195302844,0.461520788,0.64442501,0.927583243,no
AT4G20190,6.109096657,0.151297322,0.327882072,0.461438228,0.64448423,0.927611843,no
AT2G06615,2.257542631,-0.244010146,0.529304596,-0.461001375,0.644797618,0.928006243,no
AT2G24945,27.18026781,0.216841339,0.47055602,0.460819392,0.644928188,0.928043978,no
AT3G04670,611.1221599,0.058622984,0.127225033,0.460781836,0.644955135,0.928043978,no
AT3G52470,851.7705541,-0.076279654,0.165557078,-0.460745352,0.644981313,0.928043978,no
AT4G36160,27.90277556,-0.087435195,0.18974467,-0.460804488,0.644938882,0.928043978,no
AT2G30520,3318.968605,0.083548003,0.18136231,0.460669049,0.645036064,0.928066109,no
AT5G01230,130.5364017,-0.045009861,0.097726067,-0.460571697,0.645105922,0.928109972,no
AT1G20130,1.991006418,0.231932856,0.504175164,0.460024358,0.645498737,0.928618438,no
AT2G36480,342.4308837,-0.038538897,0.083803247,-0.459873551,0.645606986,0.928717488,no
AT1G02050,85.71450676,0.080756558,0.175648955,0.459761108,0.645687702,0.928739207,no
AT5G61220,217.7745066,0.062760874,0.136513027,0.45974275,0.645700881,0.928739207,no
AT1G21590,554.6000012,-0.082703656,0.180128028,-0.459138185,0.646134937,0.928763845,no
AT1G27700,134.6552563,-0.050845993,0.11065602,-0.459495951,0.645878059,0.928763845,no
AT3G05660,23.1243184,0.205397837,0.447116391,0.459383376,0.645958884,0.928763845,no
AT3G09145,4.41641379,0.160847877,0.350343135,0.459115252,0.646151405,0.928763845,no
AT3G22660,568.0081514,0.081885778,0.178290464,0.459282995,0.646030957,0.928763845,no
AT3G53340,206.06363,0.045631209,0.099301801,0.45952046,0.645860463,0.928763845,no
AT4G02405,158.674811,-0.041323572,0.090006794,-0.459116144,0.646150764,0.928763845,no
AT5G15900,18.649453,0.112319429,0.244567023,0.459258275,0.646048707,0.928763845,no
AT5G41340,297.7596012,0.048789149,0.106183059,0.459481478,0.64588845,0.928763845,no
ATCG00900,1468.318019,-0.0708587,0.154336974,-0.459116813,0.646150284,0.928763845,no
ATCG01240,1468.318019,-0.0708587,0.154336974,-0.459116813,0.646150284,0.928763845,no
AT1G23350,2.67834964,0.22908152,0.499372657,0.458738613,0.646421882,0.928978842,no
AT4G39120,251.0598105,-0.057549134,0.125464805,-0.458687468,0.646458615,0.928978842,no
AT4G39850,921.3310124,-0.051666553,0.112605664,-0.458827302,0.646358187,0.928978842,no
ATCG00750,1314.37653,-0.094435832,0.205839365,-0.458784121,0.646389199,0.928978842,no
AT1G53400,273.9540882,0.080911056,0.176461526,0.458519531,0.646579234,0.929090151,no
AT3G13065,36.62549546,0.086704743,0.189117645,0.458469877,0.646614899,0.929090151,no
AT4G24230,613.9544646,-0.261049047,0.569629482,-0.45827868,0.646752239,0.929126119,no
AT5G09350,168.6883397,-0.062603719,0.136608686,-0.458270416,0.646758176,0.929126119,no
AT5G27270,365.8147978,-0.039179142,0.085487282,-0.458303753,0.646734228,0.929126119,no
AT1G01960,1676.889783,0.053574247,0.116971155,0.45801246,0.64694349,0.929165837,no
AT3G05900,1195.761717,0.108386407,0.236611747,0.458077032,0.646897099,0.929165837,no
AT3G23000,1594.828777,-0.094499743,0.206305462,-0.458057398,0.646911205,0.929165837,no
AT5G16780,951.7067174,0.055281648,0.120668652,0.458127668,0.646860722,0.929165837,no
AT1G72840,113.7869125,0.102379395,0.223722833,0.457617104,0.647227553,0.929297657,no
AT1G80680,709.4518276,0.050926916,0.111342204,0.457390947,0.64739007,0.929297657,no
AT2G01100,669.3921307,-0.067126937,0.146621931,-0.457823302,0.647079393,0.929297657,no
AT2G13660,18.78093709,-0.237107957,0.518325872,-0.457449588,0.647347929,0.929297657,no
AT2G19080,363.2365618,-0.025202968,0.055070321,-0.457650647,0.647203451,0.929297657,no
AT2G44650,1365.834655,0.065096545,0.142275855,0.457537539,0.647284727,0.929297657,no
AT3G55960,497.0431959,-0.066732524,0.145857667,-0.457518111,0.647298688,0.929297657,no
AT4G13010,941.3077276,0.057383225,0.125446422,0.457432138,0.647360469,0.929297657,no
AT4G28420,2.143286548,0.237599632,0.519099938,0.457714623,0.647157481,0.929297657,no
AT2G18110,882.7008008,-0.044740036,0.09786335,-0.457168448,0.647549975,0.929470594,no
AT1G48770,73.14625934,0.075093349,0.164292007,0.457072442,0.647618977,0.929513039,no
AT1G06390,808.7254975,0.059490908,0.130256578,0.456720951,0.64787163,0.929819052,no
AT1G06440,46.05872998,-0.071997363,0.15770432,-0.456533865,0.648006125,0.929867496,no
AT4G30650,696.7285808,-0.195203725,0.427600683,-0.456509385,0.648023723,0.929867496,no
AT5G24830,148.2295054,-0.051440623,0.112679001,-0.456523595,0.648013507,0.929867496,no
AT2G20142,31.66286821,-0.258233173,0.565829494,-0.456379838,0.648116862,0.929944536,no
AT4G04510,2.294521893,0.321338681,0.704227996,0.456299215,0.648174829,0.929971104,no
AT2G08575,6.972315336,-0.150755395,0.330536446,-0.456093108,0.648323026,0.930127119,no
AT3G12680,281.4166591,0.039460901,0.086550038,0.455931648,0.648439131,0.930180468,no
AT5G59680,75.38983453,-0.121615054,0.266715061,-0.455973705,0.648408887,0.930180468,no
AT2G40780,82.06508723,0.058798578,0.12899319,0.455826991,0.648514393,0.930231824,no
AT4G12005,6.495651718,-0.155640052,0.341545847,-0.455693,0.648610756,0.930313438,no
AT1G18260,648.3472738,0.059811659,0.131274486,0.45562288,0.648661187,0.930329165,no
AT2G41180,64.63293407,-0.238506245,0.523645888,-0.455472392,0.648769425,0.930362352,no
AT4G09375,16.00791488,0.19992238,0.438941116,0.455465147,0.648774636,0.930362352,no
AT4G10695,4.247387528,-0.183308114,0.40254655,-0.455371222,0.648842195,0.930362352,no
AT5G40230,22.56936166,-0.088271919,0.193835784,-0.455395372,0.648824824,0.930362352,no
AT2G38330,379.7598786,-0.037512728,0.082399135,-0.455256339,0.648924833,0.930424249,no
AT5G08750,173.2676417,-0.04716269,0.103652777,-0.455006528,0.649104542,0.930625312,no
AT1G58030,1124.732543,-0.096774668,0.212738802,-0.454898999,0.649181903,0.93067962,no
AT4G14520,100.2148852,-0.065609111,0.144262143,-0.454790908,0.649259672,0.930734507,no
AT4G32175,101.239842,0.053706716,0.118114088,0.454702039,0.649323614,0.930769568,no
AT1G06400,611.8278498,0.059884886,0.132023191,0.453593685,0.6501213,0.930803947,no
AT1G21670,362.5147712,0.097737329,0.21524552,0.454073694,0.649775786,0.930803947,no
AT1G31360,150.7758147,-0.053070805,0.117025146,-0.453499153,0.650189353,0.930803947,no
AT1G54170,409.9990677,-0.045626375,0.100648492,-0.453323983,0.650315466,0.930803947,no
AT1G78040,4838.037854,0.051645385,0.113951682,0.453221783,0.650389048,0.930803947,no
AT1G78320,30.71987214,0.10262387,0.226135334,0.453816165,0.649961148,0.930803947,no
AT2G03480,276.5495311,-0.07594349,0.16754425,-0.453274223,0.650351292,0.930803947,no
AT2G09505,5.569526308,-0.204201487,0.4509235,-0.452851728,0.650655512,0.930803947,no
AT2G22250,432.4317184,0.072915885,0.160816684,0.453409954,0.65025357,0.930803947,no
AT2G32740,5.375030144,0.179268607,0.395380907,0.453407344,0.650255449,0.930803947,no
AT2G33770,1840.913844,0.061910817,0.136551516,0.453387991,0.650269383,0.930803947,no
AT3G05545,953.6066279,-0.045764125,0.100922735,-0.453457049,0.650219665,0.930803947,no
AT3G06430,579.4298424,0.049244399,0.108826619,0.452503246,0.650906483,0.930803947,no
AT3G08450,15.52912135,-0.121964659,0.269298199,-0.45289816,0.650622076,0.930803947,no
AT3G09275,624.663194,0.200356314,0.442908461,0.452365064,0.65100601,0.930803947,no
AT3G10915,257.7692382,-0.048793687,0.107783561,-0.452700637,0.650764321,0.930803947,no
AT3G26850,137.0088199,0.064040286,0.140891079,0.454537552,0.649441971,0.930803947,no
AT3G56780,2.087715725,-0.231107362,0.510832868,-0.452412866,0.65097158,0.930803947,no
AT4G00450,877.1282919,-0.07507365,0.165904664,-0.452510787,0.650901052,0.930803947,no
AT4G01915,71.36569172,0.091476066,0.201815558,0.45326568,0.650357443,0.930803947,no
AT4G07390,431.3652972,-0.029411299,0.064743805,-0.454272019,0.649633053,0.930803947,no
AT4G10140,157.0664939,-0.050410522,0.111415786,-0.452454031,0.65094193,0.930803947,no
AT4G11280,288.9659097,-0.190913448,0.421252275,-0.45320455,0.650401457,0.930803947,no
AT4G14790,198.1762502,-0.066155118,0.14568156,-0.454107701,0.649751311,0.930803947,no
AT4G15765,98.51624104,-0.082135824,0.180948899,-0.453917235,0.649888398,0.930803947,no
AT4G16070,176.8173392,-0.058467889,0.129096699,-0.45289995,0.650620787,0.930803947,no
AT4G17040,2520.816009,0.029306088,0.064478732,0.454507825,0.649463361,0.930803947,no
AT4G34700,1781.305328,0.055310343,0.121912366,0.453689359,0.650052427,0.930803947,no
AT4G37640,695.0305403,-0.072580009,0.160406846,-0.452474508,0.650927182,0.930803947,no
AT5G03190,269.3421164,0.084263079,0.185723332,0.453702168,0.650043206,0.930803947,no
AT5G04960,249.5665967,-0.114578118,0.252858762,-0.453130901,0.650454485,0.930803947,no
AT5G13860,88.39784166,-0.057775514,0.127581956,-0.452850199,0.650656613,0.930803947,no
AT5G14050,737.6760755,0.067877518,0.150036037,0.452408096,0.650975016,0.930803947,no
AT5G15080,278.3034538,-0.039390283,0.086979496,-0.452868601,0.650643362,0.930803947,no
AT5G18660,1525.371372,-0.091729055,0.202680406,-0.452579788,0.650851356,0.930803947,no
AT5G25630,1044.033287,0.052020354,0.114778151,0.453225231,0.650386566,0.930803947,no
AT5G40270,125.4964113,0.04759285,0.104832592,0.453989062,0.649836699,0.930803947,no
AT5G44340,5930.258297,0.035607405,0.078589366,0.453081716,0.6504899,0.930803947,no
AT5G53880,559.3501402,0.107008583,0.236448451,0.452566227,0.650861123,0.930803947,no
AT5G57815,240.5618056,0.060991758,0.134218964,0.454419824,0.649526686,0.930803947,no
AT5G58950,1897.50138,-0.040377689,0.08885509,-0.454421796,0.649525268,0.930803947,no
AT5G64180,169.7005632,0.079457089,0.175580111,0.452540377,0.65087974,0.930803947,no
AT3G54140,532.6780648,-0.067600185,0.149463987,-0.452284104,0.651064326,0.930830869,no
AT1G76800,37.23854426,0.140887258,0.311645,0.452076106,0.651214157,0.930844006,no
AT2G03350,388.5461483,0.052027366,0.115085222,0.452076865,0.65121361,0.930844006,no
AT2G39820,2.442372694,-0.216305036,0.478473299,-0.452073368,0.651216129,0.930844006,no
AT3G04760,931.3683654,0.060191332,0.133151323,0.452052077,0.651231466,0.930844006,no
AT1G03910,796.3816356,0.034696727,0.076796523,0.451800751,0.651412529,0.931028025,no
AT2G45650,3.294375862,0.217758208,0.482017906,0.451763733,0.651439199,0.931028025,no
AT5G47910,957.9137455,-0.099627458,0.220594067,-0.451632537,0.651533726,0.931050226,no
AT5G65490,424.0606064,0.046517425,0.10299778,0.451635225,0.651531789,0.931050226,no
AT1G45163,20.6823282,0.210036543,0.465149915,0.451545912,0.651596143,0.93107826,no
AT2G32090,200.9285817,0.07107299,0.157416768,0.451495678,0.651632339,0.93107826,no
AT2G28250,233.4176648,0.088593202,0.196254196,0.451420675,0.651686385,0.931099046,no
AT2G28105,38.68693199,-0.077851551,0.172679238,-0.450844885,0.652101349,0.931240389,no
AT3G28635,3.626631857,-0.204162389,0.452726778,-0.450961593,0.652017231,0.931240389,no
AT3G46430,738.0442512,0.078655435,0.174420164,0.450953799,0.652022848,0.931240389,no
AT4G04435,53.87342332,0.081407814,0.180493003,0.451030305,0.651967707,0.931240389,no
AT5G00925,2.957795737,0.198864092,0.440806136,0.451137305,0.651890592,0.931240389,no
AT5G03230,184.3495058,0.099279893,0.220080683,0.451106802,0.651912575,0.931240389,no
AT5G42020,4618.302416,0.122657686,0.271942297,0.451043059,0.651958515,0.931240389,no
ATMG01130,2.777564996,-0.210162028,0.466103536,-0.450891297,0.652067896,0.931240389,no
AT5G07440,4587.695197,-0.187045966,0.414954346,-0.45076276,0.652160544,0.931268507,no
AT2G27340,78.51826642,-0.060543324,0.134419408,-0.450406122,0.652417632,0.931364024,no
AT3G13870,1821.072753,-0.03196279,0.070938349,-0.450571381,0.652298497,0.931364024,no
AT3G22415,11.66585713,0.120351388,0.26729785,0.450251988,0.652528754,0.931364024,no
AT4G08455,76.91727805,0.053142901,0.117974814,0.450459711,0.652378998,0.931364024,no
AT4G17150,322.3329063,0.039938938,0.088693506,0.450302839,0.652492092,0.931364024,no
AT5G01600,2178.512287,0.237475883,0.527452817,0.450231518,0.652543512,0.931364024,no
AT5G64330,637.0329847,-0.04578761,0.101675625,-0.450330253,0.652472328,0.931364024,no
ATCG00680,210.7089035,0.106826271,0.237219274,0.450327114,0.652474591,0.931364024,no
AT2G03980,223.7291906,-0.04806519,0.106807986,-0.450014945,0.652699664,0.931468691,no
AT3G01470,1593.998253,-0.060623237,0.134748042,-0.449900686,0.652782053,0.931468691,no
AT3G13120,4227.93548,0.049325057,0.109644022,0.449865446,0.652807464,0.931468691,no
AT3G17460,42.30177486,-0.101856543,0.226360932,-0.449974042,0.652729158,0.931468691,no
AT3G21215,496.2915961,-0.066893114,0.148699014,-0.449855804,0.652814417,0.931468691,no
AT3G13437,17.18292316,-0.137401128,0.305485264,-0.449779888,0.652869161,0.93149042,no
AT1G69587,44.35137865,0.093471632,0.207907498,0.449582782,0.653011305,0.931524085,no
AT3G58620,254.1039692,0.103012147,0.229124423,0.449590429,0.65300579,0.931524085,no
AT5G57560,1584.717817,0.336167847,0.747705021,0.449599558,0.652999207,0.931524085,no
AT1G52590,236.3104078,-0.058737694,0.130723256,-0.449328574,0.653194648,0.931723877,no
AT5G46440,11.03037632,0.134686425,0.299783493,0.44927899,0.653230412,0.931723877,no
AT1G32990,3387.550407,0.048355207,0.107680727,0.449060922,0.653387709,0.931724375,no
AT1G64820,1.495143485,-0.271442219,0.604619974,-0.448946827,0.653470015,0.931724375,no
AT2G40925,1.187136083,-0.293337635,0.653229352,-0.449057646,0.653390072,0.931724375,no
AT3G15800,34.03399821,0.071768963,0.159836498,0.44901486,0.653420937,0.931724375,no
AT3G23030,1023.018609,0.168072663,0.374340344,0.448983567,0.653443511,0.931724375,no
AT3G47870,1.975005232,0.251523245,0.560316491,0.448894953,0.653507437,0.931724375,no
